project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_split
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000784302,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000807595,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000807596,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000807597,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000761629,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000775989,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000784298,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000784302,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000807595,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000807596,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Scope,11/28/2012,04/23/2014,06/23/2014,163930,270562.0,198976.0,0000807597,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000761629,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000775989,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000784298,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000784302,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000807595,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000807596,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000807597,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000761629,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000775989,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000784298,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000784302,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000807595,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000807596,False,CIP
15,K845,I.S. 443 - BROOKLYN,SCA CIP,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,Design,12/10/2014,05/13/2015,08/24/2015,633240,615685.0,511766.0,0000807597,False,CIP
15,K845,P.S. 295 - BROOKLYN,SCA CIP RESOA,FY13 RESO A GYMNASIUM UPGRADE,Scope,11/28/2012,04/23/2014,06/23/2014,0,11237.0,10970.0,0000754744,False,SCA
15,K845,P.S. 295 - BROOKLYN,SCA CIP RESOA,FY13 RESO A GYMNASIUM UPGRADE,Scope,11/28/2012,04/23/2014,06/23/2014,0,11237.0,10970.0,0000754744,False,CIP
15,K845,P.S. 295 - BROOKLYN,SCA CIP RESOA,FY13 RESO A GYMNASIUM UPGRADE,Scope,11/28/2012,04/23/2014,06/23/2014,0,11237.0,10970.0,0000754744,False,RESOA
15,K845,P.S. 295 - BROOKLYN,SCA CIP RESOA,FY13 RESO A GYMNASIUM UPGRADE,Design,12/10/2014,05/13/2015,08/24/2015,43844,151067.0,113304.0,0000754744,True,SCA
15,K845,P.S. 295 - BROOKLYN,SCA CIP RESOA,FY13 RESO A GYMNASIUM UPGRADE,Design,12/10/2014,05/13/2015,08/24/2015,43844,151067.0,113304.0,0000754744,True,CIP
15,K845,P.S. 295 - BROOKLYN,SCA CIP RESOA,FY13 RESO A GYMNASIUM UPGRADE,Design,12/10/2014,05/13/2015,08/24/2015,43844,151067.0,113304.0,0000754744,True,RESOA
15,K845,I.S. 443 - BROOKLYN,SCA IEH,IEH PO18-RM 301,Construction,08/12/2017,IEH,08/13/2017,IEH,14336.0,1348.0,0000048167,False,SCA
15,K845,I.S. 443 - BROOKLYN,SCA IEH,IEH PO18-RM 301,Construction,08/12/2017,IEH,08/13/2017,IEH,14336.0,1348.0,0000048167,False,IEH
15,K845,I.S. 443 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/01/2017,01/15/2018,09/20/2017,35000,34734.0,34734.0,0000845211,False,DIIT
15,K845,I.S. 443 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/01/2017,01/15/2018,09/20/2017,35000,34734.0,34734.0,0000845211,False,RESOA
16,K005,P.S. 5 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/19/2017,01/15/2018,10/16/2017,180000,178629.0,178629.0,0000845295,False,DIIT
16,K005,P.S. 5 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/19/2017,01/15/2018,10/16/2017,180000,178629.0,178629.0,0000845295,False,RESOA
16,K021,P.S. 21 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,07/31/2015,10/30/2015,12/01/2015,15555,11338.0,11338.0,0000801513,False,SCA
16,K021,P.S. 21 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,07/31/2015,10/30/2015,12/01/2015,15555,11338.0,11338.0,0000801513,False,CIP
16,K021,P.S. 21 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEMS,Design,01/13/2016,06/14/2016,06/03/2016,62220,44876.0,44876.0,0000801513,False,SCA
16,K021,P.S. 21 - BROOKLYN,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEMS,Design,01/13/2016,06/14/2016,06/03/2016,62220,44876.0,44876.0,0000801513,False,CIP
16,K021,P.S. 21 - BROOKLYN,SCA IEH,IEH PO18-NEW WING CORRIDORS ON 2ND FLR & 1ST FLR,Construction,04/07/2017,IEH,07/30/2017,IEH,146592.0,15999.0,0000046188,False,SCA
16,K021,P.S. 21 - BROOKLYN,SCA IEH,IEH PO18-NEW WING CORRIDORS ON 2ND FLR & 1ST FLR,Construction,04/07/2017,IEH,07/30/2017,IEH,146592.0,15999.0,0000046188,False,IEH
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Scope,07/18/2013,12/04/2013,10/22/2013,102962,155783.0,155167.0,0000755761,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Scope,07/18/2013,12/04/2013,10/22/2013,102962,155783.0,155167.0,0000755762,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Scope,07/18/2013,12/04/2013,10/22/2013,102962,155783.0,155167.0,0000755763,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Scope,07/18/2013,12/04/2013,10/22/2013,102962,155783.0,155167.0,0000798635,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Scope,07/18/2013,12/04/2013,10/22/2013,102962,155783.0,155167.0,0000755761,False,CIP
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Scope,07/18/2013,12/04/2013,10/22/2013,102962,155783.0,155167.0,0000755762,False,CIP
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Scope,07/18/2013,12/04/2013,10/22/2013,102962,155783.0,155167.0,0000755763,False,CIP
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Scope,07/18/2013,12/04/2013,10/22/2013,102962,155783.0,155167.0,0000798635,False,CIP
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Design,10/31/2013,04/07/2014,03/24/2014,406183,329842.0,329722.0,0000755761,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Design,10/31/2013,04/07/2014,03/24/2014,406183,329842.0,329722.0,0000755762,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Design,10/31/2013,04/07/2014,03/24/2014,406183,329842.0,329722.0,0000755763,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Design,10/31/2013,04/07/2014,03/24/2014,406183,329842.0,329722.0,0000798635,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Design,10/31/2013,04/07/2014,03/24/2014,406183,329842.0,329722.0,0000755761,False,CIP
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Design,10/31/2013,04/07/2014,03/24/2014,406183,329842.0,329722.0,0000755762,False,CIP
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Design,10/31/2013,04/07/2014,03/24/2014,406183,329842.0,329722.0,0000755763,False,CIP
16,K025,P.S. 25 - BROOKLYN,SCA CIP,ROOFS/PARAPETS/EXT MASONRY/EXT DOORS,Design,10/31/2013,04/07/2014,03/24/2014,406183,329842.0,329722.0,0000798635,False,CIP
16,K025,P.S. 25 - BROOKLYN,SCA IEH,"IEH PO18-RMS 304,307,309,317 & 318",Construction,06/16/2017,IEH,07/15/2017,IEH,52469.0,9063.0,0000047345,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA IEH,"IEH PO18-RMS 304,307,309,317 & 318",Construction,06/16/2017,IEH,07/15/2017,IEH,52469.0,9063.0,0000047345,False,IEH
16,K025,P.S. 25 - BROOKLYN,SCA IEH,"IEH PO18-RMS 304,307,309,317,318",Construction,07/03/2017,IEH,07/10/2017,IEH,2008.0,2008.0,0000047465,False,SCA
16,K025,P.S. 25 - BROOKLYN,SCA IEH,"IEH PO18-RMS 304,307,309,317,318",Construction,07/03/2017,IEH,07/10/2017,IEH,2008.0,2008.0,0000047465,False,IEH
16,K025,P.S. 25 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,01/19/2017,F&E,09/14/2017,100000,100000.0,100000.0,0000844331,False,SCA
16,K025,P.S. 25 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,02/16/2017,DOEL,05/15/2017,DOEL,446.0,446.0,,False,DOE
16,K026,FREDERICK DOUGLASS ACADEMY IV,SCA CIP,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,Scope,11/14/2014,04/03/2015,03/09/2015,101250,113942.0,113942.0,0000801089,False,SCA
16,K026,FREDERICK DOUGLASS ACADEMY IV,SCA CIP,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,Scope,11/14/2014,04/03/2015,03/09/2015,101250,113942.0,113942.0,0000801599,False,SCA
16,K026,FREDERICK DOUGLASS ACADEMY IV,SCA CIP,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,Scope,11/14/2014,04/03/2015,03/09/2015,101250,113942.0,113942.0,0000801089,False,CIP
16,K026,FREDERICK DOUGLASS ACADEMY IV,SCA CIP,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,Scope,11/14/2014,04/03/2015,03/09/2015,101250,113942.0,113942.0,0000801599,False,CIP
16,K026,FREDERICK DOUGLASS ACADEMY IV,SCA CIP,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,Design,04/02/2015,09/17/2015,02/04/2016,405001,563342.0,463015.0,0000801089,False,SCA
16,K026,FREDERICK DOUGLASS ACADEMY IV,SCA CIP,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,Design,04/02/2015,09/17/2015,02/04/2016,405001,563342.0,463015.0,0000801599,False,SCA
16,K026,FREDERICK DOUGLASS ACADEMY IV,SCA CIP,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,Design,04/02/2015,09/17/2015,02/04/2016,405001,563342.0,463015.0,0000801089,False,CIP
16,K026,FREDERICK DOUGLASS ACADEMY IV,SCA CIP,FULL PROGRAM ACCESSIBILITY/LOW VOLTAGE ELECTRICAL,Design,04/02/2015,09/17/2015,02/04/2016,405001,563342.0,463015.0,0000801599,False,CIP
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,Scope,02/22/2013,05/22/2013,05/22/2013,0,34278.0,34278.0,0000754751,False,SCA
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,Scope,02/22/2013,05/22/2013,05/22/2013,0,34278.0,34278.0,0000754751,False,CIP
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,Scope,02/22/2013,05/22/2013,05/22/2013,0,34278.0,34278.0,0000754751,False,RESOA
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,Design,06/07/2013,10/23/2013,09/23/2013,70500,119893.0,115402.0,0000754751,False,SCA
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,Design,06/07/2013,10/23/2013,09/23/2013,70500,119893.0,115402.0,0000754751,False,CIP
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,Design,06/07/2013,10/23/2013,09/23/2013,70500,119893.0,115402.0,0000754751,False,RESOA
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,Construction,05/09/2016,02/02/2017,08/25/2017,1034000,917412.0,761738.0,0000754751,False,SCA
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,Construction,05/09/2016,02/02/2017,08/25/2017,1034000,917412.0,761738.0,0000754751,False,CIP
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,Construction,05/09/2016,02/02/2017,08/25/2017,1034000,917412.0,761738.0,0000754751,False,RESOA
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",05/09/2016,02/02/2017,08/25/2017,70500,110067.0,105576.0,0000754751,False,SCA
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",05/09/2016,02/02/2017,08/25/2017,70500,110067.0,105576.0,0000754751,False,CIP
16,K026,P.S. 26 - BROOKLYN,SCA CIP RESOA,FY13 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",05/09/2016,02/02/2017,08/25/2017,70500,110067.0,105576.0,0000754751,False,RESOA
16,K035,I.S. 35 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,06/17/2015,11/02/2015,04/29/2016,124125,103717.0,103717.0,0000822095,False,SCA
16,K035,I.S. 35 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,06/17/2015,11/02/2015,04/29/2016,124125,103717.0,103717.0,0000822095,False,CIP
16,K035,I.S. 35 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,05/02/2016,10/18/2016,04/19/2017,496500,502951.0,368068.0,0000822095,False,SCA
16,K035,I.S. 35 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,05/02/2016,10/18/2016,04/19/2017,496500,502951.0,368068.0,0000822095,False,CIP
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,Scope,01/27/2016,06/10/2016,07/07/2017,0,38994.0,33054.0,0000822279,False,SCA
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,Scope,01/27/2016,06/10/2016,07/07/2017,0,38994.0,33054.0,0000822279,False,CIP
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,Scope,01/27/2016,06/10/2016,07/07/2017,0,38994.0,33054.0,0000822279,False,RESOA
6,M004,P.S. 4 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/08/2017,01/15/2018,07/27/2017,100000,99241.0,99241.0,0000844386,False,DIIT
6,M004,P.S. 4 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/08/2017,01/15/2018,07/27/2017,100000,99241.0,99241.0,0000844386,False,RESOA
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Scope,02/04/2011,05/05/2011,04/26/2011,36107,28510.0,20986.0,0000717814,False,SCA
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Scope,02/04/2011,05/05/2011,04/26/2011,36107,28510.0,20986.0,0000739062,False,SCA
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Scope,02/04/2011,05/05/2011,04/26/2011,36107,28510.0,20986.0,0000717814,False,CIP
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Scope,02/04/2011,05/05/2011,04/26/2011,36107,28510.0,20986.0,0000739062,False,CIP
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Design,05/31/2011,12/02/2011,04/02/2012,118503,342991.0,336164.0,0000717814,True,SCA
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Design,05/31/2011,12/02/2011,04/02/2012,118503,342991.0,336164.0,0000739062,True,SCA
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Design,05/31/2011,12/02/2011,04/02/2012,118503,342991.0,336164.0,0000717814,True,CIP
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Design,05/31/2011,12/02/2011,04/02/2012,118503,342991.0,336164.0,0000739062,True,CIP
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Construction,06/25/2012,09/17/2013,08/18/2017,1756551,1449995.0,1358714.0,0000717814,False,SCA
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Construction,06/25/2012,09/17/2013,08/18/2017,1756551,1449995.0,1358714.0,0000739062,False,SCA
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Construction,06/25/2012,09/17/2013,08/18/2017,1756551,1449995.0,1358714.0,0000717814,False,CIP
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,Construction,06/25/2012,09/17/2013,08/18/2017,1756551,1449995.0,1358714.0,0000739062,False,CIP
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,"CM, F&E",06/25/2012,09/17/2013,08/18/2017,202133,219921.0,219921.0,0000717814,False,SCA
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,"CM, F&E",06/25/2012,09/17/2013,08/18/2017,202133,219921.0,219921.0,0000739062,False,SCA
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,"CM, F&E",06/25/2012,09/17/2013,08/18/2017,202133,219921.0,219921.0,0000717814,False,CIP
6,M005,P.S. 5,SCA CIP,FIRE ALARM SYSTEM/SMOKE DAMPERS,"CM, F&E",06/25/2012,09/17/2013,08/18/2017,202133,219921.0,219921.0,0000739062,False,CIP
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Scope,08/26/2014,01/14/2015,11/20/2014,191551,129816.0,128005.0,0000800299,False,SCA
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Scope,08/26/2014,01/14/2015,11/20/2014,191551,129816.0,128005.0,0000800300,False,SCA
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Scope,08/26/2014,01/14/2015,11/20/2014,191551,129816.0,128005.0,0000821734,False,SCA
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Scope,08/26/2014,01/14/2015,11/20/2014,191551,129816.0,128005.0,0000866168,False,SCA
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Scope,08/26/2014,01/14/2015,11/20/2014,191551,129816.0,128005.0,0000800299,False,CIP
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Scope,08/26/2014,01/14/2015,11/20/2014,191551,129816.0,128005.0,0000800300,False,CIP
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Scope,08/26/2014,01/14/2015,11/20/2014,191551,129816.0,128005.0,0000821734,False,CIP
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Scope,08/26/2014,01/14/2015,11/20/2014,191551,129816.0,128005.0,0000866168,False,CIP
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Design,12/02/2014,05/05/2015,07/23/2015,756200,418920.0,411920.0,0000800299,False,SCA
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Design,12/02/2014,05/05/2015,07/23/2015,756200,418920.0,411920.0,0000800300,False,SCA
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Design,12/02/2014,05/05/2015,07/23/2015,756200,418920.0,411920.0,0000821734,False,SCA
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Design,12/02/2014,05/05/2015,07/23/2015,756200,418920.0,411920.0,0000866168,False,SCA
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Design,12/02/2014,05/05/2015,07/23/2015,756200,418920.0,411920.0,0000800299,False,CIP
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Design,12/02/2014,05/05/2015,07/23/2015,756200,418920.0,411920.0,0000800300,False,CIP
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Design,12/02/2014,05/05/2015,07/23/2015,756200,418920.0,411920.0,0000821734,False,CIP
6,M005,P.S. 5 - MANHATTAN,SCA CIP,PARAPETS/ROOFS/WINDOWS/PLAYGROUND REDEVELOPMENT,Design,12/02/2014,05/05/2015,07/23/2015,756200,418920.0,411920.0,0000866168,False,CIP
6,M008,P.S. 8 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,05/19/2017,01/15/2018,09/29/2017,35000,34733.0,34733.0,0000845378,False,DIIT
